site_id,x,y,month,temperature,rainfall,pet,clay,carbon_input,soil_cover
site_0007,770692.6333651508,1457717.967011131,Jan,21.800000000000004,0.0,0.13504352,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Feb,24.5,0.0,-0.15066734,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Mar,27.200000000000003,-0.798329,1.152888,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Apr,27.749999999999996,-1.7386385,0.0068858177,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,May,26.1,1.6431569,0.65633684,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Jun,24.750000000000007,-1.4937477,1.6072845,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Jul,23.550000000000004,-1.7034963,1.2072178,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Aug,23.800000000000004,0.18943305,1.1489199,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Sep,23.950000000000003,-1.5389507,0.17176704,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Oct,23.950000000000003,0.33553985,-1.6183012,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Nov,22.550000000000004,-0.5076956,-1.3449128,0.79505,0.4,bare
site_0007,770692.6333651508,1457717.967011131,Dec,20.65000000000001,-0.4795615,-1.4414467,0.79505,0.4,bare
site_0008,770942.779638287,1457717.967011131,Jan,21.800000000000004,0.0,0.13504352,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Feb,24.5,0.0,-0.15066734,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Mar,27.200000000000003,-0.798329,0.7333952,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Apr,27.749999999999996,-1.9673653,0.0068858177,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,May,26.1,1.8306847,0.65633684,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Jun,24.750000000000007,-1.7292562,1.6072845,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Jul,23.550000000000004,-1.7034963,0.48186,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Aug,23.800000000000004,-0.12921901,1.1489199,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Sep,23.950000000000003,-1.3532382,-0.7054871,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Oct,23.950000000000003,-0.43831784,-1.6183012,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Nov,22.550000000000004,-0.15526426,-1.3449128,0.91196854,0.4,bare
site_0008,770942.779638287,1457717.967011131,Dec,20.65000000000001,-0.4795615,-1.4414467,0.91196854,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Jan,21.85,0.0,0.13504352,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Feb,24.55,0.0,-0.15066734,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Mar,27.200000000000003,-0.798329,0.7333952,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Apr,27.800000000000004,-2.196092,0.99651074,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,May,26.1,2.0182123,0.65633684,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Jun,24.750000000000007,-1.7292562,1.6072845,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Jul,23.550000000000004,-2.1986194,0.48186,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Aug,23.800000000000004,-0.12921901,0.3355815,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Sep,23.950000000000003,-1.3532382,-0.7054871,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Oct,23.950000000000003,-0.43831784,-1.6183012,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Nov,22.6,0.19716711,-1.3449128,0.92152107,0.4,bare
site_0009,771192.9259114233,1457717.967011131,Dec,20.65000000000001,-0.4795615,-1.4414467,0.92152107,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Jan,21.85,0.0,-2.6237507,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Feb,24.55,0.0,2.5442386,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Mar,27.200000000000003,-0.798329,0.3139026,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Apr,27.800000000000004,-2.4248188,0.99651074,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,May,26.1,2.2057402,0.65633684,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Jun,24.750000000000007,-1.9647646,0.6456372,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Jul,23.550000000000004,-2.1986194,0.48186,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Aug,23.800000000000004,-0.4478711,0.3355815,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Sep,23.950000000000003,-1.3532382,-0.7054871,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Oct,23.950000000000003,-1.2121755,-1.6183012,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Nov,22.6,0.19716711,-1.3449128,0.93107358,0.4,bare
site_0010,771443.0721845595,1457717.967011131,Dec,20.65000000000001,0.3776546,-1.4414467,0.93107358,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Jan,21.800000000000004,0.0,2.8938377,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Feb,24.5,0.0,-2.8455732,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Mar,27.200000000000003,1.0137513,1.9918731,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Apr,27.749999999999996,-0.36627823,-0.9827391,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,May,26.1,0.14293496,1.5587724,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Jun,24.750000000000007,-0.080697276,1.6072845,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Jul,23.550000000000004,0.27699572,1.9325757,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Aug,23.800000000000004,1.4640414,1.9622583,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Sep,23.950000000000003,-1.5389507,1.0490211,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Oct,23.950000000000003,2.6571128,-0.28833294,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Nov,22.550000000000004,-1.9174211,-0.119926624,0.9494265283333332,0.4,bare
site_0011,768941.6094531971,1457458.5100826677,Dec,20.65000000000001,-1.3367776,-0.13680287,0.9494265283333332,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Jan,21.800000000000004,0.0,2.8938377,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Feb,24.5,0.0,-2.8455732,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Mar,27.200000000000003,1.0137513,1.9918731,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Apr,27.749999999999996,-0.36627823,-0.9827391,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,May,26.1,0.3304627,1.5587724,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Jun,24.750000000000007,-0.31620568,1.6072845,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Jul,23.550000000000004,0.27699572,1.2072178,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Aug,23.800000000000004,1.4640414,1.1489199,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Sep,23.950000000000003,-1.5389507,1.0490211,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Oct,23.950000000000003,1.8832552,-0.28833294,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Nov,22.550000000000004,-1.5649897,-1.3449128,0.93534724,0.4,bare
site_0012,769191.7557263334,1457458.5100826677,Dec,20.65000000000001,-1.3367776,-0.13680287,0.93534724,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Mar,27.200000000000003,1.0137513,1.5723805,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Apr,27.749999999999996,-0.595005,-0.9827391,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,May,26.1,0.51799047,1.5587724,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Jun,24.750000000000007,-0.5517141,0.6456372,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Jul,23.550000000000004,-0.21812733,1.2072178,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Aug,23.800000000000004,1.1453892,1.1489199,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Sep,23.950000000000003,-1.5389507,1.0490211,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Oct,23.950000000000003,1.8832552,-0.28833294,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Nov,22.550000000000004,-1.2125584,-1.3449128,-1.0709775833333337,0.4,bare
site_0013,769441.9019994696,1457458.5100826677,Dec,20.65000000000001,-1.3367776,-0.13680287,-1.0709775833333337,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Mar,27.200000000000003,1.0137513,1.5723805,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Apr,27.749999999999996,-0.82373166,-0.9827391,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,May,26.1,0.7055182,1.5587724,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Jun,24.750000000000007,-0.5517141,0.6456372,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Jul,23.550000000000004,-0.21812733,1.2072178,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Aug,23.800000000000004,0.82673717,1.1489199,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Sep,23.950000000000003,-1.3532382,1.0490211,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Oct,23.950000000000003,1.1093975,-0.28833294,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Nov,22.550000000000004,-1.2125584,-1.3449128,-1.1603542166666665,0.4,bare
site_0014,769692.0482726059,1457458.5100826677,Dec,20.65000000000001,-1.3367776,-0.13680287,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Mar,27.200000000000003,-0.798329,1.5723805,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Apr,27.749999999999996,-1.0524584,0.0068858177,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,May,26.1,0.89304596,0.65633684,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Jun,24.750000000000007,-0.7872225,0.6456372,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Jul,23.550000000000004,-0.71325034,1.2072178,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Aug,23.800000000000004,0.50808513,1.1489199,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Sep,23.950000000000003,-1.3532382,0.17176704,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Oct,23.950000000000003,1.1093975,-1.6183012,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Nov,22.550000000000004,-0.860127,-1.3449128,-1.1603542166666665,0.4,bare
site_0015,769942.1945457421,1457458.5100826677,Dec,20.65000000000001,-0.4795615,-0.13680287,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Mar,27.200000000000003,-0.798329,1.152888,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Apr,27.749999999999996,-1.2811852,0.0068858177,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,May,26.1,1.0805737,0.65633684,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Jun,24.750000000000007,-1.022731,0.6456372,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Jul,23.550000000000004,-0.71325034,1.2072178,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Aug,23.800000000000004,0.50808513,1.1489199,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Sep,23.950000000000003,-1.3532382,0.17176704,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Oct,23.950000000000003,0.33553985,-1.6183012,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Nov,22.550000000000004,-0.860127,-1.3449128,-1.1603542166666665,0.4,bare
site_0016,770192.3408188784,1457458.5100826677,Dec,20.65000000000001,-0.4795615,-1.4414467,-1.1603542166666665,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Mar,27.200000000000003,-0.798329,1.152888,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Apr,27.749999999999996,-1.2811852,0.0068858177,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,May,26.1,1.2681015,0.65633684,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Jun,24.750000000000007,-1.2582394,0.6456372,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Jul,23.550000000000004,-1.2083734,0.48186,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Aug,23.800000000000004,0.18943305,1.1489199,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Sep,23.950000000000003,-1.3532382,0.17176704,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Oct,23.950000000000003,0.33553985,-1.6183012,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Nov,22.550000000000004,-0.5076956,-1.3449128,-1.1430207,0.4,bare
site_0017,770442.4870920145,1457458.5100826677,Dec,20.65000000000001,-0.4795615,-1.4414467,-1.1430207,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Mar,27.200000000000003,-0.798329,0.7333952,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Apr,27.749999999999996,-1.5099118,0.0068858177,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,May,26.1,1.4556291,0.65633684,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Jun,24.750000000000007,-1.2582394,0.6456372,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Jul,23.550000000000004,-1.2083734,0.48186,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Aug,23.800000000000004,-0.12921901,0.3355815,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Sep,23.950000000000003,-1.1675259,0.17176704,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Oct,23.950000000000003,0.33553985,-1.6183012,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Nov,22.550000000000004,-0.15526426,-1.3449128,-1.052171966666667,0.4,bare
site_0018,770692.6333651508,1457458.5100826677,Dec,20.65000000000001,-0.4795615,-1.4414467,-1.052171966666667,0.4,bare
site_0019,770942.779638287,1457458.5100826677,Jan,21.800000000000004,0.0,0.13504352,-0.7406850016666666,0.4,bare
site_0019,770942.779638287,1457458.5100826677,Feb,24.5,0.0,-0.15066734,-0.7406850016666666,0.4,bare
site_0019,770942.779638287,1457458.5100826677,Mar,27.200000000000003,-0.798329,0.7333952,-0.7406850016666666,0.4,bare
site_0019,770942.779638287,1457458.5100826677,Apr,27.749999999999996,-1.7386385,0.99651074,-0.7406850016666666,0.4,bare
